id,name,id_c,formula,BioCyc_api,name_2,formula_clean
CN0021_x,"7,12-Dimethylbenz[a]anthracene-3,4-oxide",CN0021,,,"7,12-Dimethylbenz[a]anthracene-3,4-oxide",
CN0022_x,"7,12-Dimethylbenz[a]anthracene-3,4-diol",CN0022,,,"7,12-Dimethylbenz[a]anthracene-3,4-diol",
CN0023_r,"7,12-Dimethylbenz[a]anthracene-3,4-diol-1,2-epoxide",CN0023,,,"7,12-Dimethylbenz[a]anthracene-3,4-diol-1,2-epoxide",
CN0016_c,"Dibenzo[a,l]pyrene",CN0016,,,"Dibenzo[a,l]pyrene",
CN0017_c,"Dibenzo[a,l]pyrene-11,12-epoxide",CN0017,,,"Dibenzo[a,l]pyrene-11,12-epoxide",
CN0016_r,"Dibenzo[a,l]pyrene",CN0016,,,"Dibenzo[a,l]pyrene",
CN0018_c,"Dibenzo[a,l]pyrene-11,12-diol",CN0018,,,"Dibenzo[a,l]pyrene-11,12-diol",
CN0017_x,"Dibenzo[a,l]pyrene-11,12-epoxide",CN0017,,,"Dibenzo[a,l]pyrene-11,12-epoxide",
CN0018_x,"Dibenzo[a,l]pyrene-11,12-diol",CN0018,,,"Dibenzo[a,l]pyrene-11,12-diol",
CN0019_c,"Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide",CN0019,,,"Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide",
CN0019_r,"Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide",CN0019,,,"Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide",
subeac_x,Suberic acid,subeac,,,Suberic acid,
spc_cho_c,Sphingosylphosphorylcholine,spc_cho,,,Sphingosylphosphorylcholine,
R1coa_cho_r,R group 1 Coenzyme A,R1coa_cho,,,R group 1 Coenzyme A,
xolest_cho_r,Cholesterol ester,xolest_cho,,,Cholesterol ester,
R2coa_cho_r,R group 2 Coenzyme A,R2coa_cho,,,R group 2 Coenzyme A,
gm1b_cho_g,GM1b,gm1b_cho,,,GM1b,
c8dc_x,Suberyl carnitine; octanedioyl carnitine,c8dc,,,Suberyl carnitine; octanedioyl carnitine,
C11821_x,5-Hydroxyisourate,C11821,,,5-Hydroxyisourate,
HC02119_c,Adenosylmethioninamine-potential,HC02119,,,Adenosylmethioninamine-potential,
uacgam_r,UDP-N-acetyl-D-glucosamine,uacgam,,,UDP-N-acetyl-D-glucosamine,
HC01161_c,Apo-ACP,HC01161,,,Apo-ACP,
HC01377_m,S-(3-Methylbutanoyl)-dihydrolipoamide,HC01377,,,S-(3-Methylbutanoyl)-dihydrolipoamide,
HC10859_r,Malonyl-Carnitin,HC10859,,,Malonyl-Carnitin,
lnlccrn_x,Linoleyl carnitine,lnlccrn,,,Linoleyl carnitine,
arachdcrn_x,C20:4 carnitine,arachdcrn,,,C20:4 carnitine,
fol_m,Folate,fol,,,Folate,
ptth_m,Pantetheine,ptth,,,Pantetheine,
HC00832_c,L-Fuculose,HC00832,,,L-Fuculose,
HC01180_c,"D-tagatofuranose 1,6-bisphosphate(4-)",HC01180,,,"D-tagatofuranose 1,6-bisphosphate(4-)",
3mox4hpac_m,3-Methoxy-4-hydroxyphenylacetaldehyde,3mox4hpac,,,3-Methoxy-4-hydroxyphenylacetaldehyde,
homoval_m,Homovanillate,homoval,,,Homovanillate,
3m4hpga_m,3-Methoxy-4-hydroxyphenylglycolaldehyde,3m4hpga,,,3-Methoxy-4-hydroxyphenylglycolaldehyde,
3mox4hoxm_m,3-Methoxy-4-hydroxymandelate,3mox4hoxm,,,3-Methoxy-4-hydroxymandelate,
HC01797_c,Activated methyl group,HC01797,,,Activated methyl group,
HC00004_r,ApoA1,HC00004,,,ApoA1,
HC02020_r,Cholesterol-ester-palm,HC02020,,,Cholesterol-ester-palm,
HC02025_r,Cholesterol-ester-ala,HC02025,,,Cholesterol-ester-ala,
HC02026_r,Cholesterol-ester-gla,HC02026,,,Cholesterol-ester-gla,
HC02023_l,Cholesterol-ester-ol,HC02023,,,Cholesterol-ester-ol,
ocdcea_l,Octadecenoate (n-C18:1),ocdcea,,,Octadecenoate (n-C18:1),
HC02024_l,Cholesterol-ester-lin,HC02024,,,Cholesterol-ester-lin,
HC02111_c,ATP-energy,HC02111,,,ATP-energy,
HC02112_m,NADH-redox-potential,HC02112,,,NADH-redox-potential,
HC02112_x,NADH-redox-potential,HC02112,,,NADH-redox-potential,
HC02113_r,NADPH-redox-potential,HC02113,,,NADPH-redox-potential,
HC02113_m,NADPH-redox-potential,HC02113,,,NADPH-redox-potential,
HC02114_c,FADH-redox-potential,HC02114,,,FADH-redox-potential,
HC02116_c,Activated-sulphur,HC02116,,,Activated-sulphur,
HC02121_c,S-(hydroxymethyl)glutathione(1-),HC02121,,,S-(hydroxymethyl)glutathione(1-),
HC02154_c,GM4-pool,HC02154,,,GM4-pool,
HC02208_c,Prostaglandin-d1,HC02208,,,Prostaglandin-d1,
2h3mb_c,2 hydroxy 3 methyl butanoate,2h3mb,,,2 hydroxy 3 methyl butanoate,
2h3mp_e,2 hydroxy 3 methyl pentanoate,2h3mp,,,2 hydroxy 3 methyl pentanoate,
2hxic__L_c,L 2 hydroxyisocaproate,2hxic__L,,,L 2 hydroxyisocaproate,
2mpa_e,2 methylpropanoic acid,2mpa,,,2 methylpropanoic acid,
3mbal_c,3 methylbutanal,3mbal,,,3 methylbutanal,
3mbal_e,3 methylbutanal,3mbal,,,3 methylbutanal,
2mb_p_c,2 methylbutanoyl p,2mb_p,,,2 methylbutanoyl p,
2aeppn_c,2 Aminoethyl phosphonate,2aeppn,,,2 Aminoethyl phosphonate,
unagama_c,Undecaprenyl diphospho N acetylglucosamine N acetylmannosamine,unagama,,,Undecaprenyl diphospho N acetylglucosamine N acetylmannosamine,
LTA_LLA_c,Lipoteichoic acid  n16  Lactis specific ,LTA_LLA,,,Lipoteichoic acid  n16  Lactis specific ,
LTAala_LLA_c,Lipoteichoic acid  n16  with 038 ala substitutions ,LTAala_LLA,,,Lipoteichoic acid  n16  with 038 ala substitutions ,
glutrnagln_c,Glutamine tRNA charged with glutamate,glutrnagln,,,Glutamine tRNA charged with glutamate,
haram_c,N Hydroxyarylamine,haram,,,N Hydroxyarylamine,
acara_c,N Acetoxyarylamine,acara,,,N Acetoxyarylamine,
3oxocdacp_c,3 Oxooctadecanoyl acp,3oxocdacp,,,3 Oxooctadecanoyl acp,
pyrin_c,Pyrimidine nucleoside,pyrin,,,Pyrimidine nucleoside,
pyrimid_c,Pyrimidine,pyrimid,,,Pyrimidine,
dkdglcn_c,"2,5-Diketo-3-deoxy-D-gluconate",dkdglcn,,,"2,5-Diketo-3-deoxy-D-gluconate",
dt5hsu_c,4-Deoxy-L-threo-5-hexosulose uronate,dt5hsu,,,4-Deoxy-L-threo-5-hexosulose uronate,
ch4_p,Methane,ch4,,,Methane,
nadphx__R_c,(R)-NADPHX,nadphx__R,,,(R)-NADPHX,
urdgci_c,S-ureidoglycine,urdgci,,,S-ureidoglycine,
23doguln_p,"2,3-Dioxo-L-gulonate",23doguln,,,"2,3-Dioxo-L-gulonate",
psuri_e,Pseudouridine,psuri,,,Pseudouridine,
psuri_p,Pseudouridine,psuri,,,Pseudouridine,
f_p,Fluoride,f,,,Fluoride,
f_c,Fluoride,f,,,Fluoride,
dhcholn_c,"3?,12?-dihydroxy-7-oxo-5?-cholan-24-oate",dhcholn,,,"3?,12?-dihydroxy-7-oxo-5?-cholan-24-oate",
teo2_c,Tellurite,teo2,,,Tellurite,
mteo2_c,Methanetelluronate,mteo2,,,Methanetelluronate,
34dphacoa_c,"3,4-dihydroxyphenylacetyl-CoA",34dphacoa,,,"3,4-dihydroxyphenylacetyl-CoA",
puacgam_c,"Poly-?-1,6-N-acetyl-D-glucosamine",puacgam,,,"Poly-?-1,6-N-acetyl-D-glucosamine",
puacgam_p,"Poly-?-1,6-N-acetyl-D-glucosamine",puacgam,,,"Poly-?-1,6-N-acetyl-D-glucosamine",
dhptdd_c,"3-hydroxy-5-phosphonooxypentane-2,4-dione",dhptdd,,,"3-hydroxy-5-phosphonooxypentane-2,4-dione",
lkdr_c,2-dehydro-3-deoxy-L-rhamnonate,lkdr,,,2-dehydro-3-deoxy-L-rhamnonate,
acmet_c,N-Acetylmethionine,acmet,,,N-Acetylmethionine,
erthrs_c,D-erythrose,erthrs,,,D-erythrose,
sq_e,Sulphoquinovose,sq,,,Sulphoquinovose,
psuri_c,Pseudouridine,psuri,,,Pseudouridine,
f_e,Fluoride,f,,,Fluoride,
mepn_c,Methylphosphonic acid,mepn,,,Methylphosphonic acid,
udcpgl_c,Undecaprenol-diphosphate-glucose,udcpgl,,,Undecaprenol-diphosphate-glucose,
rhmn_c,L-rhamnonate,rhmn,,,L-rhamnonate,
3hbz_c,3-Hydroxybenzoate,3hbz,,,3-Hydroxybenzoate,
3hbzcoa_c,3-hydroxybenzoyl-CoA,3hbzcoa,,,3-hydroxybenzoyl-CoA,
acampnt_c,2-N-acetamidomethylphosphonate,acampnt,,,2-N-acetamidomethylphosphonate,
ampnt_c,Aminomethylphosphonate,ampnt,,,Aminomethylphosphonate,
sqg_c,1-(?-D-sulfoquinovosyl)glycerol,sqg,,,1-(?-D-sulfoquinovosyl)glycerol,
octe9ACP_c,Cis-octadec-9-enoyl-[acyl-carrier protein] ((9Z)-n-C18:1),octe9ACP,,,Cis-octadec-9-enoyl-[acyl-carrier protein] ((9Z)-n-C18:1),
u3hga2_c,UDP-3-O-(3-hydroxyhexadecanoyl)-D-glucosamine,u3hga2,,,UDP-3-O-(3-hydroxyhexadecanoyl)-D-glucosamine,
pchlld_exc_c,Excited protochlorophyllide,pchlld_exc,,,Excited protochlorophyllide,
bm_carbs_c,Biomass metabolite: glycogen and carbohydrates,bm_carbs,,,Biomass metabolite: glycogen and carbohydrates,
bm_memlip_c,Lipid component of biomass,bm_memlip,,,Lipid component of biomass,
bm_pro_c,Protein component of biomass,bm_pro,,,Protein component of biomass,
phyto_c,All-trans-Phytoene,phyto,,,All-trans-Phytoene,
u3aga2_c,UDP-3-O-(3-hydroxyhexadecanoyl)-N-acetylglucosamine,u3aga2,,,UDP-3-O-(3-hydroxyhexadecanoyl)-N-acetylglucosamine,
3hmop_c,(R)-3-Hydroxy-3-methyl-2-oxopentanoate,3hmop,,,(R)-3-Hydroxy-3-methyl-2-oxopentanoate,
dvpchlda_c,Divinylprotochlorophyllide a,dvpchlda,,,Divinylprotochlorophyllide a,
dgdg1819Z160Z_c,Digalactosyl-diacylglycerol(18:1(9Z)/16:0),dgdg1819Z160Z,,,Digalactosyl-diacylglycerol(18:1(9Z)/16:0),
sqdg1619Z160_c,Sulfoquinovosyl diacylglycerol(16:1(9Z)/16:0),sqdg1619Z160,,,Sulfoquinovosyl diacylglycerol(16:1(9Z)/16:0),
5g2oxpt_p,2-Oxoarginine,5g2oxpt,,,2-Oxoarginine,
phptna_c,Pheophytin a,phptna,,,Pheophytin a,
phytol_c,Phytol,phytol,,,Phytol,
iscsh_c,Thiamine biosynthesis intermediate 2,iscsh,,,Thiamine biosynthesis intermediate 2,
preqtrna_c,7-aminomethyl-7-deazaguaninyl tRNA,preqtrna,,,7-aminomethyl-7-deazaguaninyl tRNA,
epxqtrna_c,Epoxyquenosine34 tRNA,epxqtrna,,,Epoxyquenosine34 tRNA,
photon490_e,"Photon (451 to 526 nm, blue/green)",photon490,,,"Photon (451 to 526 nm, blue/green)",
photon550_e,Photon (540nm-560nm),photon550,,,Photon (540nm-560nm),
photon590_e,Photon (580nm-600nm),photon590,,,Photon (580nm-600nm),
photon650_e,Photon (640nm-660nm),photon650,,,Photon (640nm-660nm),
chla_soret_exc_c,"Excited chlorophyll A, Soret band (short wavelength)",chla_soret_exc,,,"Excited chlorophyll A, Soret band (short wavelength)",
b14glucan_c,"Cellulose (beta-1,4-glucan)",b14glucan,,,"Cellulose (beta-1,4-glucan)",
g6p_h,D-Glucose 6-phosphate,g6p,,,D-Glucose 6-phosphate,
so4_h,Sulfate,so4,,,Sulfate,
acg5p_h,N-Acetyl-L-glutamyl 5-phosphate,acg5p,,,N-Acetyl-L-glutamyl 5-phosphate,
t2c11vaceACP_h,Trans-3-cis-11-Vacceoyl-[acyl-carrier-protein],t2c11vaceACP,,,Trans-3-cis-11-Vacceoyl-[acyl-carrier-protein],
acg5sa_h,N-Acetyl-L-glutamate 5-semialdehyde,acg5sa,,,N-Acetyl-L-glutamate 5-semialdehyde,
acorn_h,N2-Acetyl-L-ornithine,acorn,,,N2-Acetyl-L-ornithine,
npdp_m,All-trans-Nonaprenyl diphosphate,npdp,,,All-trans-Nonaprenyl diphosphate,
h2s_m,Hydrogen sulfide,h2s,,,Hydrogen sulfide,
hd912ea_c,"(9Z,12Z)-hexadecadienoate",hd912ea,,,"(9Z,12Z)-hexadecadienoate",
methamp_c,N-Methylethanolamine phosphate,methamp,,,N-Methylethanolamine phosphate,
ficytb5_m,Ferricytochrome b5,ficytb5,,,Ferricytochrome b5,
focytb5_m,Ferrocytochrome b5,focytb5,,,Ferrocytochrome b5,
pc182n6180_c,"Phosphatidylcholine(18:2(9Z,12Z)/18:0)",pc182n6180,,,"Phosphatidylcholine(18:2(9Z,12Z)/18:0)",
pc180184n3_c,"Phosphatidylcholine(18:0/18:4(6Z,9Z,12Z,15Z))",pc180184n3,,,"Phosphatidylcholine(18:0/18:4(6Z,9Z,12Z,15Z))",
3odocoscoa_c,3-oxo-docosanoyl-CoA,3odocoscoa,,,3-oxo-docosanoyl-CoA,
3hdcscoa_c,3-hydroxydocosanoyl-CoA,3hdcscoa,,,3-hydroxydocosanoyl-CoA,
pc180225n3_c,"Phosphatidylcholine(18:0/22:5(7Z,10Z,13Z,16Z,19Z))",pc180225n3,,,"Phosphatidylcholine(18:0/22:5(7Z,10Z,13Z,16Z,19Z))",
pa1619Z183n6_c,"1-9-hexadecenoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate",pa1619Z183n6,,,"1-9-hexadecenoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate",
pa160183n3_c,"1-hexadecanoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate",pa160183n3,,,"1-hexadecanoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate",
12dgr1619Z182n6_c,"1,2-Diacyl-sn-glycerol(16:1(9Z)/18:2(9Z,12Z))",12dgr1619Z182n6,,,"1,2-Diacyl-sn-glycerol(16:1(9Z)/18:2(9Z,12Z))",
12dgr180182n6_c,"1,2-Diacyl-sn-glycerol(18:0/18:2(9Z,12Z))",12dgr180182n6,,,"1,2-Diacyl-sn-glycerol(18:0/18:2(9Z,12Z))",
12dgr160183n3_c,"1,2-Diacyl-sn-glycerol(16:0/18:3(9Z,12Z,15Z))",12dgr160183n3,,,"1,2-Diacyl-sn-glycerol(16:0/18:3(9Z,12Z,15Z))",
cdp12dgr1619Z205n3_c,"CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",cdp12dgr1619Z205n3,,,"CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
cdp12dgr160182n6_c,"CDP-1,2-diacyl-sn-glycerol(16:0/18:2(9Z,12Z))",cdp12dgr160182n6,,,"CDP-1,2-diacyl-sn-glycerol(16:0/18:2(9Z,12Z))",
pe140183n3_c,"Phosphatidylethanolamine(14:0/18:3(9Z,12Z,15Z))",pe140183n3,,,"Phosphatidylethanolamine(14:0/18:3(9Z,12Z,15Z))",
pail205n31619Z_c,"Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",pail205n31619Z,,,"Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",
pail4p160182n6_c,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/18:2(9Z,12Z))",pail4p160182n6,,,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/18:2(9Z,12Z))",
pail45p160205n3_c,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))",pail45p160205n3,,,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))",
pail45p1619Z160_c,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/16:0)",pail45p1619Z160,,,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/16:0)",
pail45p182n6205n3_c,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",pail45p182n6205n3,,,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
pail3p1601619Z_c,1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/16:1(9Z)),pail3p1601619Z,,,1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/16:1(9Z)),
pail3p205n31619Z_c,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",pail3p205n31619Z,,,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",
pail3p205n3_c,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",pail3p205n3,,,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
pail3p1619Z182n6_c,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/18:2(9Z,12Z))",pail3p1619Z182n6,,,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/18:2(9Z,12Z))",
pail3p182_9_12_c,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/18:2(9Z,12Z))",pail3p182_9_12,,,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/18:2(9Z,12Z))",
pa161_h,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",pa161,,,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",
sqdg1619Z160_h,Sulfoquinovosyl diacylglycerol(16:1(9Z)/16:0),sqdg1619Z160,,,Sulfoquinovosyl diacylglycerol(16:1(9Z)/16:0),
sqdg205n31619Z_h,"Sulfoquinovosyl diacylglycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",sqdg205n31619Z,,,"Sulfoquinovosyl diacylglycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",
pg1619Z160_h,Phosphatidylglycerol(16:1(9Z)/16:0),pg1619Z160,,,Phosphatidylglycerol(16:1(9Z)/16:0),
pg1619Z1613E_h,Phosphatidylglycerol(16:1(9Z)/16:1(3E)),pg1619Z1613E,,,Phosphatidylglycerol(16:1(9Z)/16:1(3E)),
tag1619Z1619Z160_h,Triacylglycerol (16:1(9Z)/16:1(9Z)/16:0),tag1619Z1619Z160,,,Triacylglycerol (16:1(9Z)/16:1(9Z)/16:0),
tag1619Z1619Z1619Z_h,Triacylglycerol (16:1(9Z)/16:1(9Z)/16:1(9Z)),tag1619Z1619Z1619Z,,,Triacylglycerol (16:1(9Z)/16:1(9Z)/16:1(9Z)),
tag1619Z1619Z1819Z_h,Triacylglycerol (16:1(9Z)/16:1(9Z)/18:1(9Z)),tag1619Z1619Z1819Z,,,Triacylglycerol (16:1(9Z)/16:1(9Z)/18:1(9Z)),
tag1819Z1619Z1819Z_h,Triacylglycerol (18:1(9Z)/16:1(9Z)/18:1(9Z)),tag1819Z1619Z1819Z,,,Triacylglycerol (18:1(9Z)/16:1(9Z)/18:1(9Z)),
tag226n3205n3164n1_c,"Triacylglycerol (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/16:4(6Z,9Z,12Z,15Z))",tag226n3205n3164n1,,,"Triacylglycerol (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/16:4(6Z,9Z,12Z,15Z))",
dggl_c,3-(6-O-alpha-D-galactosyl-beta-D-Galactosyl)-sn-glycerol,dggl,,,3-(6-O-alpha-D-galactosyl-beta-D-Galactosyl)-sn-glycerol,
3httccoa_x,3-hydroxytetracosanoyl-CoA,3httccoa,,,3-hydroxytetracosanoyl-CoA,
docos2coa_x,(2E)-docosenoyl-CoA,docos2coa,,,(2E)-docosenoyl-CoA,
3hod6912coa_x,"3-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA",3hod6912coa,,,"3-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA",
3ood6912coa_x,"3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA",3ood6912coa,,,"3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA",
hd3710coa_x,"(3E,7Z,10Z)-hexadecatrienoyl-CoA",hd3710coa,,,"(3E,7Z,10Z)-hexadecatrienoyl-CoA",
td258coa_x,"(2E,5Z,8Z)-tetradecatrienoyl-CoA",td258coa,,,"(2E,5Z,8Z)-tetradecatrienoyl-CoA",
dd26coa_x,"(2E,6Z)-dodecadienoyl-CoA",dd26coa,,,"(2E,6Z)-dodecadienoyl-CoA",
3hd6coa_x,3-hydroxy-(6Z)-dodecenoyl-CoA,3hd6coa,,,3-hydroxy-(6Z)-dodecenoyl-CoA,
od2691215coa_x,"(2E,6Z,9Z,12Z,15Z)-octadecapentaenoyl-CoA",od2691215coa,,,"(2E,6Z,9Z,12Z,15Z)-octadecapentaenoyl-CoA",
hd2471013coa_x,"(2E,4Z,7Z,10Z,13Z)-hexadecapentaenoyl-CoA",hd2471013coa,,,"(2E,4Z,7Z,10Z,13Z)-hexadecapentaenoyl-CoA",
hd371013coa_x,"(3E,7Z,10Z,13Z)-hexadecatetraenoyl-CoA",hd371013coa,,,"(3E,7Z,10Z,13Z)-hexadecatetraenoyl-CoA",
hd271013coa_x,"(2E,7Z,10Z,13Z)-hexadecatetraenoyl-CoA",hd271013coa,,,"(2E,7Z,10Z,13Z)-hexadecatetraenoyl-CoA",
3od69coa_x,"3-oxo-(6Z,9Z)-dodecadienoyl-CoA",3od69coa,,,"3-oxo-(6Z,9Z)-dodecadienoyl-CoA",
dc37coa_x,"(3E,7Z)-decadienoyl-CoA",dc37coa,,,"(3E,7Z)-decadienoyl-CoA",
3odc7coa_x,3-oxo-(7Z)-decenoyl-CoA,3odc7coa,,,3-oxo-(7Z)-decenoyl-CoA,
octcrn_x,L-octanoylcarnitine,octcrn,,,L-octanoylcarnitine,
octcrn_c,L-octanoylcarnitine,octcrn,,,L-octanoylcarnitine,
ocdccoa_m,Octadecanoyl-coa,ocdccoa,,,Octadecanoyl-coa,
hd6912coa_m,"(6Z,9Z,12Z)-hexadecatrienoyl-CoA (C16:3)",hd6912coa,,,"(6Z,9Z,12Z)-hexadecatrienoyl-CoA (C16:3)",
hd691215coa_m,"(6Z,9Z,12Z,15Z)-hexadecatetraenoyl-CoA (C16:4)",hd691215coa,,,"(6Z,9Z,12Z,15Z)-hexadecatetraenoyl-CoA (C16:4)",
3ohodcoa_m,3-Oxooctadecanoyl-CoA,3ohodcoa,,,3-Oxooctadecanoyl-CoA,
hx3coa_m,(3Z)-hexenoyl-CoA,hx3coa,,,(3Z)-hexenoyl-CoA,
od29coa_m,"(2E,9Z)-octadecadienoyl-CoA",od29coa,,,"(2E,9Z)-octadecadienoyl-CoA",
3hod9coa_m,3-hydroxy-(9Z)-octadecenoyl-CoA,3hod9coa,,,3-hydroxy-(9Z)-octadecenoyl-CoA,
hd27coa_m,"(2E,7Z)-hexadecadienoyl-CoA",hd27coa,,,"(2E,7Z)-hexadecadienoyl-CoA",
3ood912coa_m,"3-oxo-(9Z,12Z)-octadecadienoyl-CoA",3ood912coa,,,"3-oxo-(9Z,12Z)-octadecadienoyl-CoA",
hd710coa_m,"(7Z,10Z)-hexadecadienoyl-CoA",hd710coa,,,"(7Z,10Z)-hexadecadienoyl-CoA",
hd2710coa_m,"(2E,7Z,10Z)-hexadecatrienoyl-CoA",hd2710coa,,,"(2E,7Z,10Z)-hexadecatrienoyl-CoA",
3hhd710coa_m,"3-hydroxy-(7Z,10Z)-hexadecadienoyl-CoA",3hhd710coa,,,"3-hydroxy-(7Z,10Z)-hexadecadienoyl-CoA",
3ohd710coa_m,"3-oxo-(7Z,10Z)-hexadecadienoyl-CoA",3ohd710coa,,,"3-oxo-(7Z,10Z)-hexadecadienoyl-CoA",
hd3710coa_m,"(3E,7Z,10Z)-hexadecatrienoyl-CoA",hd3710coa,,,"(3E,7Z,10Z)-hexadecatrienoyl-CoA",
dc37coa_m,"(3E,7Z)-decadienoyl-CoA",dc37coa,,,"(3E,7Z)-decadienoyl-CoA",
dc27coa_m,"(2E,7Z)-decadienoyl-CoA",dc27coa,,,"(2E,7Z)-decadienoyl-CoA",
3hdc7coa_m,3-hydroxy-(7Z)-decenoyl-CoA,3hdc7coa,,,3-hydroxy-(7Z)-decenoyl-CoA,
td7coa_m,(7Z)-tetradecenoyl-CoA,td7coa,,,(7Z)-tetradecenoyl-CoA,
3otd7coa_m,3-oxo-(7Z)-tetradecenoyl-CoA,3otd7coa,,,3-oxo-(7Z)-tetradecenoyl-CoA,
dd5coa_m,(5Z)-dodecenoyl-CoA,dd5coa,,,(5Z)-dodecenoyl-CoA,
dd25coa_m,"(2E,5Z)-dodecadienoyl-CoA",dd25coa,,,"(2E,5Z)-dodecadienoyl-CoA",
3ohd912coa_m,"3-oxo-(9Z,12Z)-hexadecadienoyl-CoA",3ohd912coa,,,"3-oxo-(9Z,12Z)-hexadecadienoyl-CoA",
td710coa_m,"(7Z,10Z)-tetradecadienoyl-CoA",td710coa,,,"(7Z,10Z)-tetradecadienoyl-CoA",
dd58coa_m,"(5Z,8Z)-dodecadienoyl-CoA",dd58coa,,,"(5Z,8Z)-dodecadienoyl-CoA",
dc36coa_m,"(3Z,6Z)-decadienoyl-CoA",dc36coa,,,"(3Z,6Z)-decadienoyl-CoA",
3odc6coa_m,3-oxo-(6Z)-decenoyl-CoA,3odc6coa,,,3-oxo-(6Z)-decenoyl-CoA,
oc3coa_m,(3E)-octenoyl-CoA,oc3coa,,,(3E)-octenoyl-CoA,
3hdd5811coa_m,"3-hydroxy-(5Z,8Z,11Z)-dodecatrienoyl-CoA",3hdd5811coa,,,"3-hydroxy-(5Z,8Z,11Z)-dodecatrienoyl-CoA",
3hdc69coa_m,"3-hydroxy-(6Z,9Z)-decadienoyl-CoA",3hdc69coa,,,"3-hydroxy-(6Z,9Z)-decadienoyl-CoA",
3odc69coa_m,"3-oxo-(6Z,9Z)-decadienoyl-CoA",3odc69coa,,,"3-oxo-(6Z,9Z)-decadienoyl-CoA",
oc47coa_m,"(4Z,7Z)-octadienoyl-CoA",oc47coa,,,"(4Z,7Z)-octadienoyl-CoA",
oc247coa_m,"(2E,4Z,7Z)-octatrienoyl-CoA",oc247coa,,,"(2E,4Z,7Z)-octatrienoyl-CoA",
oc37coa_m,"(3E,7Z)-octadienoyl-CoA",oc37coa,,,"(3E,7Z)-octadienoyl-CoA",
3oh5coa_m,3-oxo-(5Z)-hexenoyl-CoA,3oh5coa,,,3-oxo-(5Z)-hexenoyl-CoA,
thex2eACP_m,Trans-Hex-2-enoyl-[acyl-carrier protein],thex2eACP,,,Trans-Hex-2-enoyl-[acyl-carrier protein],
